Position,Time
N28.765175E77.4572275,2024-01-28 07:16:28
N28.764882903225807E77.4575314516129,2024-01-28 07:16:29
N28.764604193548386E77.45779209677418,2024-01-28 07:16:30
N28.76430806451613E77.45806903225807,2024-01-28 07:16:31
N28.76402935483871E77.45832967741936,2024-01-28 07:16:32
N28.763751818181817E77.45858727272727,2024-01-28 07:16:33
N28.7634775E77.4588425,2024-01-28 07:16:34
N28.763221315789476E77.45908447368421,2024-01-28 07:16:35
N28.762939210526316E77.45934131578947,2024-01-28 07:16:36
N28.76265923076923E77.45959615384615,2024-01-28 07:16:37
N28.76234714285714E77.45987571428572,2024-01-28 07:16:38
N28.76206564102564E77.46012897435897,2024-01-28 07:16:39
N28.76176923076923E77.46039923076923,2024-01-28 07:16:40
N28.76148303030303E77.4606690909091,2024-01-28 07:16:41
N28.761168787878788E77.46091636363636,2024-01-28 07:16:42
N28.76087303030303E77.46114909090909,2024-01-28 07:16:43
N28.76055878787879E77.46139636363637,2024-01-28 07:16:44
N28.760244545454544E77.46164363636363,2024-01-28 07:16:45
N28.759948787878788E77.46187636363636,2024-01-28 07:16:46
N28.759634390243903E77.46212390243903,2024-01-28 07:16:47
N28.759337804878047E77.46235804878049,2024-01-28 07:16:48
N28.75902268292683E77.4626068292683,2024-01-28 07:16:49
N28.75872E77.462835,2024-01-28 07:16:50
N28.758419736842107E77.46307105263158,2024-01-28 07:16:51
N28.75810210526316E77.46332157894737,2024-01-28 07:16:52
N28.757797142857143E77.46354214285714,2024-01-28 07:16:53
N28.757469285714286E77.46376678571428,2024-01-28 07:16:54
N28.75714142857143E77.46399142857143,2024-01-28 07:16:55
N28.75682E77.46422,2024-01-28 07:16:56
N28.756510545454546E77.46442599999999,2024-01-28 07:16:57
N28.756173636363634E77.46463,2024-01-28 07:16:58
N28.75579709090909E77.464858,2024-01-28 07:16:59
N28.7554408E77.46507480000001,2024-01-28 07:17:00
N28.7551076E77.4652856,2024-01-28 07:17:01
N28.75477033898305E77.46550254237289,2024-01-28 07:17:02
N28.754455762711864E77.46570322033898,2024-01-28 07:17:03
N28.754141186440677E77.46590389830509,2024-01-28 07:17:04
N28.753806949152544E77.46611711864406,2024-01-28 07:17:05
N28.753473934426232E77.46633098360655,2024-01-28 07:17:06
N28.75316180327869E77.46653295081967,2024-01-28 07:17:07
N28.752830163934426E77.4667475409836,2024-01-28 07:17:08
N28.752518032786885E77.46694950819672,2024-01-28 07:17:09
N28.75217E77.46711625,2024-01-28 07:17:10
N28.75181909090909E77.46728,2024-01-28 07:17:11
N28.751463636363635E77.46745,2024-01-28 07:17:12
N28.75111E77.46762000000001,2024-01-28 07:17:13
N28.750786538461536E77.46779038461538,2024-01-28 07:17:14
N28.75044E77.46798,2024-01-28 07:17:15
N28.75009111111111E77.46813777777777,2024-01-28 07:17:16
N28.74973851851852E77.46830462962963,2024-01-28 07:17:17
N28.74940666666667E77.46846166666666,2024-01-28 07:17:18
N28.749050967741937E77.46862354838709,2024-01-28 07:17:19
N28.748712903225808E77.46877064516129,2024-01-28 07:17:20
N28.74835370967742E77.46892693548386,2024-01-28 07:17:21
N28.748015645161292E77.46907403225806,2024-01-28 07:17:22
N28.74764875E77.469218375,2024-01-28 07:17:23
N28.7473725E77.46932725,2024-01-28 07:17:24
N28.74709625E77.469436125,2024-01-28 07:17:25
N28.74682E77.46954500000001,2024-01-28 07:17:26
N28.7465225E77.46966225,2024-01-28 07:17:27
N28.7461825E77.46979625,2024-01-28 07:17:28
N28.74582125E77.469938625,2024-01-28 07:17:29
N28.74546E77.47008100000001,2024-01-28 07:17:30
N28.74512E77.470215,2024-01-28 07:17:31
N28.74475875E77.470357375,2024-01-28 07:17:32
N28.7443975E77.47049975,2024-01-28 07:17:33
N28.74403625E77.47064166666667,2024-01-28 07:17:34
N28.7437E77.47077250000001,2024-01-28 07:17:35
N28.7433431372549E77.47091215686275,2024-01-28 07:17:36
N28.742979803921568E77.47105549019608,2024-01-28 07:17:37
N28.742637843137256E77.47119039215687,2024-01-28 07:17:38
N28.742275789473684E77.47133473684211,2024-01-28 07:17:39
N28.741917894736844E77.47148236842105,2024-01-28 07:17:40
N28.74156E77.47163,2024-01-28 07:17:41
N28.741225E77.471795,2024-01-28 07:17:42
N28.74089E77.47196,2024-01-28 07:17:43
N28.740550000000002E77.47214000000001,2024-01-28 07:17:44
N28.740214375E77.47232125,2024-01-28 07:17:45
N28.739897297297297E77.47251675675675,2024-01-28 07:17:46
N28.73957108108108E77.4727372972973,2024-01-28 07:17:47
N28.739262083333333E77.47294041666667,2024-01-28 07:17:48
N28.73892916666667E77.47314583333333,2024-01-28 07:17:49
N28.738631666666667E77.47337833333333,2024-01-28 07:17:50
N28.738317976190476E77.47363130952381,2024-01-28 07:17:51
N28.738004285714286E77.47388428571428,2024-01-28 07:17:52
N28.73770904761905E77.47412238095238,2024-01-28 07:17:53
N28.737413809523808E77.47436047619047,2024-01-28 07:17:54
N28.737103636363635E77.47462681818182,2024-01-28 07:17:55
N28.736797777777777E77.47488555555556,2024-01-28 07:17:56
N28.736529545454545E77.47516045454546,2024-01-28 07:17:57
N28.736243636363636E77.47544636363637,2024-01-28 07:17:58
N28.735957727272726E77.47573227272727,2024-01-28 07:17:59
N28.735706451612902E77.47602419354838,2024-01-28 07:18:00
N28.735454193548385E77.47635322580645,2024-01-28 07:18:01
N28.735215E77.47665716666667,2024-01-28 07:18:02
N28.73496E77.47697733333334,2024-01-28 07:18:03
N28.734705E77.4772975,2024-01-28 07:18:04
N28.734466875000003E77.47760062500001,2024-01-28 07:18:05
N28.7342425E77.47795124999999,2024-01-28 07:18:06
N28.73402259259259E77.47828,2024-01-28 07:18:07
N28.73378962962963E77.47862,2024-01-28 07:18:08
N28.733552325581396E77.47895790697675,2024-01-28 07:18:09
N28.73332534883721E77.47927418604651,2024-01-28 07:18:10
N28.73308418604651E77.47961023255814,2024-01-28 07:18:11
N28.732857209302324E77.47992651162791,2024-01-28 07:18:12
N28.732616046511627E77.48026255813953,2024-01-28 07:18:13
N28.7323775E77.48059625,2024-01-28 07:18:14
N28.732141176470588E77.48092588235295,2024-01-28 07:18:15
N28.73191E77.48126,2024-01-28 07:18:16
N28.731682727272727E77.48158,2024-01-28 07:18:17
N28.731448E77.48192266666666,2024-01-28 07:18:18
N28.73121E77.48226833333334,2024-01-28 07:18:19
N28.730988983050846E77.48259559322034,2024-01-28 07:18:20
N28.730769322033897E77.48292372881356,2024-01-28 07:18:21
N28.730535932203388E77.48327237288136,2024-01-28 07:18:22
N28.73030212121212E77.48361939393939,2024-01-28 07:18:23
N28.73007909090909E77.48393454545455,2024-01-28 07:18:24
N28.729842727272725E77.48426818181818,2024-01-28 07:18:25
N28.729605714285714E77.48460380952382,2024-01-28 07:18:26
N28.72937E77.48493,2024-01-28 07:18:27
N28.729134736842106E77.48527315789474,2024-01-28 07:18:28
N28.728907142857143E77.4856,2024-01-28 07:18:29
N28.72868125E77.48592625,2024-01-28 07:18:30
N28.728454285714285E77.48625928571428,2024-01-28 07:18:31
N28.728234520547943E77.48658616438355,2024-01-28 07:18:32
N28.728015342465753E77.48691273972602,2024-01-28 07:18:33
N28.727782465753425E77.48725972602739,2024-01-28 07:18:34
N28.727549589041097E77.48760671232877,2024-01-28 07:18:35
N28.727333333333334E77.48793533333333,2024-01-28 07:18:36
N28.7271E77.48828,2024-01-28 07:18:37
N28.72687714285714E77.48860142857143,2024-01-28 07:18:38
N28.726640909090907E77.48894363636364,2024-01-28 07:18:39
N28.72641857142857E77.48926571428572,2024-01-28 07:18:40
N28.72619623376623E77.4895877922078,2024-01-28 07:18:41
N28.725987792207793E77.48988974025974,2024-01-28 07:18:42
N28.72577935064935E77.49019168831168,2024-01-28 07:18:43
N28.725543116883117E77.4905338961039,2024-01-28 07:18:44
N28.725306883116883E77.4908761038961,2024-01-28 07:18:45
N28.725084545454543E77.49119818181818,2024-01-28 07:18:46
N28.7248475E77.4915425,2024-01-28 07:18:47
N28.724626666666666E77.49187,2024-01-28 07:18:48
N28.724384029850746E77.49220835820896,2024-01-28 07:18:49
N28.72414298507463E77.49254582089551,2024-01-28 07:18:50
N28.723916119402986E77.49286343283582,2024-01-28 07:18:51
N28.72367507462687E77.49320089552239,2024-01-28 07:18:52
N28.72345E77.49352,2024-01-28 07:18:53
N28.723215588235295E77.49384147058824,2024-01-28 07:18:54
N28.722984338235293E77.49418772058823,2024-01-28 07:18:55
N28.722753088235294E77.49453397058824,2024-01-28 07:18:56
N28.72253544117647E77.49485985294118,2024-01-28 07:18:57
N28.722317794117647E77.49518573529411,2024-01-28 07:18:58
N28.722086544117644E77.49553198529412,2024-01-28 07:18:59
N28.721855294117645E77.49587823529413,2024-01-28 07:19:00
N28.721624044117647E77.49622448529412,2024-01-28 07:19:01
N28.721406176470587E77.49655000000001,2024-01-28 07:19:02
N28.721185E77.49687,2024-01-28 07:19:03
N28.72095E77.49721,2024-01-28 07:19:04
N28.720712903225806E77.49756000000001,2024-01-28 07:19:05
N28.72046322580645E77.49792000000001,2024-01-28 07:19:06
N28.720212727272727E77.49828363636364,2024-01-28 07:19:07
N28.719961818181815E77.4986490909091,2024-01-28 07:19:08
N28.71974357142857E77.49897464285715,2024-01-28 07:19:09
N28.719512857142856E77.49932071428572,2024-01-28 07:19:10
N28.719295714285714E77.49964642857142,2024-01-28 07:19:11
N28.7190625E77.4999875,2024-01-28 07:19:12
N28.718825714285714E77.50032142857143,2024-01-28 07:19:13
N28.718586666666667E77.50064333333333,2024-01-28 07:19:14
N28.718349285714286E77.50098357142858,2024-01-28 07:19:15
N28.718124523809525E77.50130738095238,2024-01-28 07:19:16
N28.717886E77.50165184615385,2024-01-28 07:19:17
N28.717648E77.50199707692308,2024-01-28 07:19:18
N28.717424E77.50232199999999,2024-01-28 07:19:19
N28.717200000000002E77.50264692307692,2024-01-28 07:19:20
N28.716962777777777E77.50299388888888,2024-01-28 07:19:21
N28.716740555555557E77.50332277777778,2024-01-28 07:19:22
N28.716505217391305E77.50367086956523,2024-01-28 07:19:23
N28.716286086956522E77.5039943478261,2024-01-28 07:19:24
N28.71606695652174E77.50431782608696,2024-01-28 07:19:25
N28.715834130434782E77.50466152173912,2024-01-28 07:19:26
N28.715601304347825E77.5050052173913,2024-01-28 07:19:27
N28.715368478260867E77.50534891304348,2024-01-28 07:19:28
N28.715167142857144E77.50567000000001,2024-01-28 07:19:29
N28.71494333333333E77.50602222222223,2024-01-28 07:19:30
N28.714722E77.506382,2024-01-28 07:19:31
N28.714504285714284E77.50674095238095,2024-01-28 07:19:32
N28.71429857142857E77.50706857142858,2024-01-28 07:19:33
N28.714085E77.507424,2024-01-28 07:19:34
N28.713885E77.50776,2024-01-28 07:19:35
N28.713663333333333E77.50811333333334,2024-01-28 07:19:36
N28.713449999999998E77.50846333333332,2024-01-28 07:19:37
N28.713228095238097E77.50880047619049,2024-01-28 07:19:38
N28.712999611650485E77.50915679611651,2024-01-28 07:19:39
N28.71278009708738E77.50951330097088,2024-01-28 07:19:40
N28.71257349514563E77.50984883495146,2024-01-28 07:19:41
N28.712353980582524E77.51020533980582,2024-01-28 07:19:42
N28.712147378640775E77.51054087378641,2024-01-28 07:19:43
N28.71192786407767E77.51089737864078,2024-01-28 07:19:44
N28.71172126213592E77.51123291262135,2024-01-28 07:19:45
N28.711501747572814E77.51158941747573,2024-01-28 07:19:46
N28.711282233009708E77.5119459223301,2024-01-28 07:19:47
N28.71107563106796E77.51228145631067,2024-01-28 07:19:48
N28.71086902912621E77.51261699029126,2024-01-28 07:19:49
N28.710649514563105E77.51297349514563,2024-01-28 07:19:50
N28.710442912621357E77.5133090291262,2024-01-28 07:19:51
N28.71022387755102E77.51366204081633,2024-01-28 07:19:52
N28.710001836734694E77.5140193877551,2024-01-28 07:19:53
N28.70979285714286E77.51435571428571,2024-01-28 07:19:54
N28.70951857142857E77.51479714285715,2024-01-28 07:19:55
N28.709257346938777E77.51521755102041,2024-01-28 07:19:56
N28.70903530612245E77.51557489795918,2024-01-28 07:19:57
N28.708816808510637E77.51593021276597,2024-01-28 07:19:58
N28.708599787234043E77.51628468085107,2024-01-28 07:19:59
N28.708395531914892E77.51661829787234,2024-01-28 07:20:00
N28.708173333333335E77.51696333333334,2024-01-28 07:20:01
N28.70796E77.517294,2024-01-28 07:20:02
N28.707732783505154E77.51764494845361,2024-01-28 07:20:03
N28.707504948453607E77.51799546391753,2024-01-28 07:20:04
N28.707290515463917E77.51832536082475,2024-01-28 07:20:05
N28.70706268041237E77.51867587628867,2024-01-28 07:20:06
N28.70684824742268E77.51900577319589,2024-01-28 07:20:07
N28.70663381443299E77.51933567010309,2024-01-28 07:20:08
N28.70639357142857E77.51967464285714,2024-01-28 07:20:09
N28.706159285714286E77.51998607142858,2024-01-28 07:20:10
N28.705910357142855E77.52031696428573,2024-01-28 07:20:11
N28.705661666666664E77.52064833333334,2024-01-28 07:20:12
N28.70542833333333E77.52096166666666,2024-01-28 07:20:13
N28.70519E77.5212725,2024-01-28 07:20:14
N28.70492777777778E77.52160277777777,2024-01-28 07:20:15
N28.70468125E77.52190625,2024-01-28 07:20:16
N28.704431333333332E77.52220533333333,2024-01-28 07:20:17
N28.704170666666666E77.52252266666666,2024-01-28 07:20:18
N28.70387170212766E77.52281234042553,2024-01-28 07:20:19
N28.70359936170213E77.52307787234042,2024-01-28 07:20:20
N28.703327021276593E77.52334340425531,2024-01-28 07:20:21
N28.702976666666665E77.52369333333333,2024-01-28 07:20:22
N28.7026955E77.523994,2024-01-28 07:20:23
N28.702402666666668E77.52427866666666,2024-01-28 07:20:24
N28.70210590909091E77.52452181818181,2024-01-28 07:20:25
N28.70182E77.5248,2024-01-28 07:20:26
N28.701515416666666E77.52506208333334,2024-01-28 07:20:27
N28.701216315789473E77.52532263157894,2024-01-28 07:20:28
N28.7009225E77.52556625,2024-01-28 07:20:29
N28.70061111111111E77.52582444444444,2024-01-28 07:20:30
N28.700307777777777E77.52605666666668,2024-01-28 07:20:31
N28.69999333333333E77.5263,2024-01-28 07:20:32
N28.699678125E77.526544375,2024-01-28 07:20:33
N28.69938085714286E77.52677371428571,2024-01-28 07:20:34
N28.69905542857143E77.52700685714287,2024-01-28 07:20:35
N28.698749142857142E77.52722628571429,2024-01-28 07:20:36
N28.698442105263155E77.5274347368421,2024-01-28 07:20:37
N28.69811088235294E77.527665,2024-01-28 07:20:38
N28.69777838235294E77.5278775,2024-01-28 07:20:39
N28.69744588235294E77.52809,2024-01-28 07:20:40
N28.69713294117647E77.52829,2024-01-28 07:20:41
N28.69682E77.52849,2024-01-28 07:20:42
N28.69646888888889E77.52868111111111,2024-01-28 07:20:43
N28.69614E77.52885571428571,2024-01-28 07:20:44
N28.69581E77.52903315789473,2024-01-28 07:20:45
N28.69550851851852E77.52919074074073,2024-01-28 07:20:46
N28.69519740740741E77.5293462962963,2024-01-28 07:20:47
N28.6948625E77.5295075,2024-01-28 07:20:48
N28.69450125E77.52967041666666,2024-01-28 07:20:49
N28.694166764705884E77.52981676470588,2024-01-28 07:20:50
N28.693811764705885E77.52997176470588,2024-01-28 07:20:51
N28.69345090909091E77.53012363636364,2024-01-28 07:20:52
N28.693110545454545E77.53026618181818,2024-01-28 07:20:53
N28.69277018181818E77.53040872727273,2024-01-28 07:20:54
N28.6924125E77.5305475,2024-01-28 07:20:55
N28.692046666666666E77.53067666666666,2024-01-28 07:20:56
N28.691678333333332E77.53080619047618,2024-01-28 07:20:57
N28.691333333333333E77.53092333333333,2024-01-28 07:20:58
N28.690989E77.531036,2024-01-28 07:20:59
N28.69062260869565E77.53113869565217,2024-01-28 07:21:00
N28.690246470588235E77.53124176470588,2024-01-28 07:21:01
N28.68987606060606E77.53134060606061,2024-01-28 07:21:02
N28.689524545454546E77.53142545454546,2024-01-28 07:21:03
N28.68915106060606E77.53151560606061,2024-01-28 07:21:04
N28.688777575757577E77.53160575757575,2024-01-28 07:21:05
N28.688406666666666E77.53169333333334,2024-01-28 07:21:06
N28.688043333333333E77.53177000000001,2024-01-28 07:21:07
N28.687681764705882E77.53184647058823,2024-01-28 07:21:08
N28.68732411764706E77.53192176470588,2024-01-28 07:21:09
N28.68696142857143E77.53198571428571,2024-01-28 07:21:10
N28.686628846153845E77.53203384615384,2024-01-28 07:21:11
N28.686277857142855E77.53208107142856,2024-01-28 07:21:12
N28.68590142857143E77.53209928571428,2024-01-28 07:21:13
N28.68552E77.53211548387097,2024-01-28 07:21:14
N28.68516E77.53213741935484,2024-01-28 07:21:15
N28.6847775E77.53216072580645,2024-01-28 07:21:16
N28.684395E77.53218403225807,2024-01-28 07:21:17
N28.684035E77.53220596774193,2024-01-28 07:21:18
N28.6836525E77.53222927419355,2024-01-28 07:21:19
N28.6832925E77.53225120967743,2024-01-28 07:21:20
N28.68291E77.53227451612904,2024-01-28 07:21:21
N28.682530208333333E77.53226375,2024-01-28 07:21:22
N28.68215125E77.5322425,2024-01-28 07:21:23
N28.681794583333335E77.53222249999999,2024-01-28 07:21:24
N28.68142692913386E77.5321968503937,2024-01-28 07:21:25
N28.68106913385827E77.53217039370078,2024-01-28 07:21:26
N28.680688976377954E77.53214228346457,2024-01-28 07:21:27
N28.680308818897636E77.53211417322835,2024-01-28 07:21:28
N28.67992866141732E77.53208606299212,2024-01-28 07:21:29
N28.67957086614173E77.53205960629921,2024-01-28 07:21:30
N28.679190708661416E77.53203149606298,2024-01-28 07:21:31
N28.67881294117647E77.53200058823529,2024-01-28 07:21:32
N28.678438E77.531962,2024-01-28 07:21:33
N28.67808E77.53194,2024-01-28 07:21:34
N28.677678181818184E77.5319090909091,2024-01-28 07:21:35
N28.67725404040404E77.53187646464647,2024-01-28 07:21:36
N28.676852222222223E77.53184555555555,2024-01-28 07:21:37
N28.676472727272728E77.53181636363637,2024-01-28 07:21:38
N28.676115555555555E77.53178888888888,2024-01-28 07:21:39
N28.675735E77.531755,2024-01-28 07:21:40
N28.67537315789474E77.53172789473685,2024-01-28 07:21:41
N28.67501066666667E77.531698,2024-01-28 07:21:42
N28.674624545454545E77.53166636363636,2024-01-28 07:21:43
N28.674250625E77.53163062499999,2024-01-28 07:21:44
N28.67387888888889E77.53159888888888,2024-01-28 07:21:45
N28.67349865248227E77.5315669503546,2024-01-28 07:21:46
N28.673140070921985E77.53153858156028,2024-01-28 07:21:47
N28.672759078014185E77.5315084397163,2024-01-28 07:21:48
N28.6724004964539E77.53148007092199,2024-01-28 07:21:49
N28.6720195035461E77.53144992907801,2024-01-28 07:21:50
N28.671638510638296E77.53141978723404,2024-01-28 07:21:51
N28.671279929078015E77.53139141843971,2024-01-28 07:21:52
N28.67089893617021E77.53136127659575,2024-01-28 07:21:53
N28.67054E77.53133,2024-01-28 07:21:54
N28.670158926174494E77.53130033557046,2024-01-28 07:21:55
N28.669800268456374E77.53127241610738,2024-01-28 07:21:56
N28.669419194630873E77.53124275167785,2024-01-28 07:21:57
N28.669060536912752E77.53121483221476,2024-01-28 07:21:58
N28.668679463087248E77.53118516778524,2024-01-28 07:21:59
N28.668275973154362E77.53115375838927,2024-01-28 07:22:00
N28.667872483221476E77.53112234899329,2024-01-28 07:22:01
N28.66746899328859E77.53109093959732,2024-01-28 07:22:02
N28.667112727272727E77.53106636363636,2024-01-28 07:22:03
N28.66672090909091E77.53105575757576,2024-01-28 07:22:04
N28.66635727272727E77.53104606060606,2024-01-28 07:22:05
N28.6659696969697E77.53104363636363,2024-01-28 07:22:06
N28.665608484848487E77.53105818181818,2024-01-28 07:22:07
N28.665224696969698E77.53107363636363,2024-01-28 07:22:08
N28.664863484848485E77.53108818181818,2024-01-28 07:22:09
N28.66448054545455E77.53110654545453,2024-01-28 07:22:10
N28.664100363636365E77.53113436363635,2024-01-28 07:22:11
N28.663742545454546E77.53116054545454,2024-01-28 07:22:12
N28.663362363636367E77.53118836363636,2024-01-28 07:22:13
N28.6629975E77.53125068181818,2024-01-28 07:22:14
N28.662615000000002E77.53130863636363,2024-01-28 07:22:15
N28.662255000000002E77.53136318181818,2024-01-28 07:22:16
N28.6618925E77.53142199999999,2024-01-28 07:22:17
N28.66151E77.53149,2024-01-28 07:22:18
N28.661158181818184E77.53155363636363,2024-01-28 07:22:19
N28.66078E77.53162,2024-01-28 07:22:20
N28.660407435897437E77.53168230769231,2024-01-28 07:22:21
N28.660032564102565E77.53174769230769,2024-01-28 07:22:22
N28.659678613861388E77.5318093069307,2024-01-28 07:22:23
N28.6592999009901E77.53187495049505,2024-01-28 07:22:24
N28.65889891089109E77.53194445544554,2024-01-28 07:22:25
N28.65849792079208E77.53201396039604,2024-01-28 07:22:26
N28.65809693069307E77.53208346534653,2024-01-28 07:22:27
N28.657740495049506E77.53214524752475,2024-01-28 07:22:28
N28.657363492063492E77.53221047619047,2024-01-28 07:22:29
N28.656988412698414E77.53227523809524,2024-01-28 07:22:30
N28.656635396825397E77.53233619047619,2024-01-28 07:22:31
N28.65626031746032E77.53240095238095,2024-01-28 07:22:32
N28.65588230769231E77.53246615384616,2024-01-28 07:22:33
N28.655510555555555E77.53253611111111,2024-01-28 07:22:34
N28.655159444444443E77.53259388888888,2024-01-28 07:22:35
N28.654785588235296E77.53265676470588,2024-01-28 07:22:36
N28.654410588235294E77.53272176470588,2024-01-28 07:22:37
N28.654052857142858E77.53278571428571,2024-01-28 07:22:38
N28.653673636363635E77.53285272727273,2024-01-28 07:22:39
N28.65330133333333E77.532922,2024-01-28 07:22:40
N28.652943999999998E77.53298600000001,2024-01-28 07:22:41
N28.652563898305083E77.53305474576271,2024-01-28 07:22:42
N28.65220593220339E77.53311983050847,2024-01-28 07:22:43
N28.651825593220337E77.53318898305085,2024-01-28 07:22:44
N28.651467999999998E77.533254,2024-01-28 07:22:45
N28.651093999999997E77.533322,2024-01-28 07:22:46
N28.65072E77.53339,2024-01-28 07:22:47
N28.650365217391304E77.53346652173913,2024-01-28 07:22:48
N28.649992E77.533546,2024-01-28 07:22:49
N28.64959384615385E77.533625,2024-01-28 07:22:50
N28.64919230769231E77.533715,2024-01-28 07:22:51
N28.64879222222222E77.53379555555556,2024-01-28 07:22:52
N28.64843590909091E77.53389545454546,2024-01-28 07:22:53
N28.64807857142857E77.53399642857143,2024-01-28 07:22:54
N28.647712820512822E77.53410564102565,2024-01-28 07:22:55
N28.64734230769231E77.53421461538461,2024-01-28 07:22:56
N28.646971794871796E77.5343235897436,2024-01-28 07:22:57
N28.64661875E77.53443625,2024-01-28 07:22:58
N28.646266875000002E77.534548125,2024-01-28 07:22:59
N28.645924615384615E77.53466384615385,2024-01-28 07:23:00
N28.64555904761905E77.5347938095238,2024-01-28 07:23:01
N28.645205E77.53492,2024-01-28 07:23:02
N28.644849375E77.535039375,2024-01-28 07:23:03
N28.644494166666668E77.5351725,2024-01-28 07:23:04
N28.644147E77.535306,2024-01-28 07:23:05
N28.64379E77.53545333333334,2024-01-28 07:23:06
N28.6434552E77.5355952,2024-01-28 07:23:07
N28.643101599999998E77.5357516,2024-01-28 07:23:08
N28.642736E77.535906,2024-01-28 07:23:09
N28.642379000000002E77.53605900000001,2024-01-28 07:23:10
N28.642043E77.536203,2024-01-28 07:23:11
N28.641692E77.536366,2024-01-28 07:23:12
N28.64135625E77.53652,2024-01-28 07:23:13
N28.640996666666666E77.53669,2024-01-28 07:23:14
N28.640645135135138E77.53686486486487,2024-01-28 07:23:15
N28.640275405405408E77.5370545945946,2024-01-28 07:23:16
N28.63990515151515E77.53724242424242,2024-01-28 07:23:17
N28.63955484848485E77.53741757575757,2024-01-28 07:23:18
N28.63920357142857E77.53759642857142,2024-01-28 07:23:19
N28.638872142857142E77.53776785714285,2024-01-28 07:23:20
N28.638536315789473E77.53793,2024-01-28 07:23:21
N28.638189999999998E77.53809,2024-01-28 07:23:22
N28.63785347826087E77.53825347826087,2024-01-28 07:23:23
N28.637501219512195E77.5384156097561,2024-01-28 07:23:24
N28.637165609756096E77.53856780487804,2024-01-28 07:23:25
N28.63680875E77.53873,2024-01-28 07:23:26
N28.63647E77.53888888888889,2024-01-28 07:23:27
N28.63613E77.53904,2024-01-28 07:23:28
N28.63576857142857E77.53918285714285,2024-01-28 07:23:29
N28.635404285714284E77.53931642857142,2024-01-28 07:23:30
N28.635044736842104E77.53944947368421,2024-01-28 07:23:31
N28.63468608695652E77.53958347826087,2024-01-28 07:23:32
N28.63432391304348E77.53971652173912,2024-01-28 07:23:33
N28.633982352941175E77.53983823529411,2024-01-28 07:23:34
N28.633617352941176E77.53996323529412,2024-01-28 07:23:35
N28.63325153846154E77.54008307692308,2024-01-28 07:23:36
N28.632906923076924E77.54019384615385,2024-01-28 07:23:37
N28.6325475E77.5403075,2024-01-28 07:23:38
N28.632183333333334E77.54042666666668,2024-01-28 07:23:39
N28.631821249999998E77.540543125,2024-01-28 07:23:40
N28.631458666666667E77.54065666666666,2024-01-28 07:23:41
N28.631094324324327E77.54077108108109,2024-01-28 07:23:42
N28.630744054054055E77.54088351351352,2024-01-28 07:23:43
N28.63037189189189E77.54100297297298,2024-01-28 07:23:44
N28.630020000000002E77.54111,2024-01-28 07:23:45
N28.629650303030303E77.54122666666666,2024-01-28 07:23:46
N28.629306060606062E77.54133333333333,2024-01-28 07:23:47
N28.62893612244898E77.54144489795918,2024-01-28 07:23:48
N28.62858673469388E77.5415493877551,2024-01-28 07:23:49
N28.628215510204083E77.54166040816327,2024-01-28 07:23:50
N28.627844E77.54176327272728,2024-01-28 07:23:51
N28.627492E77.54185345454546,2024-01-28 07:23:52
N28.627139999999997E77.54194363636364,2024-01-28 07:23:53
N28.626771666666667E77.542035,2024-01-28 07:23:54
N28.626403333333332E77.54211444444445,2024-01-28 07:23:55
N28.626032E77.542196,2024-01-28 07:23:56
N28.625658E77.54228288888889,2024-01-28 07:23:57
N28.625306000000002E77.54236466666666,2024-01-28 07:23:58
N28.624934074074073E77.54244222222222,2024-01-28 07:23:59
N28.624559E77.542515,2024-01-28 07:24:00
N28.62419E77.5426,2024-01-28 07:24:01
N28.623837142857145E77.54268285714286,2024-01-28 07:24:02
N28.62346E77.54277,2024-01-28 07:24:03
N28.62308024390244E77.54285390243902,2024-01-28 07:24:04
N28.622636341463416E77.54295146341464,2024-01-28 07:24:05
N28.622259795918367E77.54303448979591,2024-01-28 07:24:06
N28.621885102040817E77.54311775510205,2024-01-28 07:24:07
N28.62153244897959E77.54319612244898,2024-01-28 07:24:08
N28.621157999999998E77.54328,2024-01-28 07:24:09
N28.620786923076924E77.5433576923077,2024-01-28 07:24:10
N28.620412E77.54343,2024-01-28 07:24:11
N28.62004642857143E77.54350928571428,2024-01-28 07:24:12
N28.61967607142857E77.5435882142857,2024-01-28 07:24:13
N28.6193E77.54366,2024-01-28 07:24:14
N28.61895176470588E77.54372588235294,2024-01-28 07:24:15
N28.618574444444445E77.54380111111111,2024-01-28 07:24:16
N28.61821888888889E77.54387222222222,2024-01-28 07:24:17
N28.61784111111111E77.54394777777777,2024-01-28 07:24:18
N28.61746559322034E77.54402694915254,2024-01-28 07:24:19
N28.617113050847458E77.54410288135594,2024-01-28 07:24:20
N28.616738474576273E77.54418355932204,2024-01-28 07:24:21
N28.61638E77.544255,2024-01-28 07:24:22
N28.616007749999998E77.544335,2024-01-28 07:24:23
N28.615651749999998E77.544415,2024-01-28 07:24:24
N28.6152735E77.5445,2024-01-28 07:24:25
N28.614909230769232E77.54456846153846,2024-01-28 07:24:26
N28.614531594202898E77.54464695652173,2024-01-28 07:24:27
N28.614179130434785E77.54472347826086,2024-01-28 07:24:28
N28.61380463768116E77.5448047826087,2024-01-28 07:24:29
N28.613452173913046E77.54488130434783,2024-01-28 07:24:30
N28.6130725E77.544965,2024-01-28 07:24:31
N28.61272166666667E77.545045,2024-01-28 07:24:32
